IDS_TEXTCLIENT_INC_000001	Navigator
IDS_TEXTCLIENT_INC_003189	Attempting Stage %d again.  Get ready!
IDS_TEXTCLIENT_INC_003190	Stage %d will begin soon.
IDS_TEXTCLIENT_INC_003191	Increase the real boss appearance chance?
IDS_TEXTCLIENT_INC_003192	You do not have the appropriate item.  Please try again.
IDS_TEXTCLIENT_INC_003193	Time's up!  You have been removed from the Colosseum.
IDS_TEXTCLIENT_INC_003194	Ranking is currently unavailable.
IDS_TEXTCLIENT_INC_003195	Exchange 1 Christmas Token (Very Naughty).
IDS_TEXTCLIENT_INC_003196	Exchange 25 Christmas Tokens (Naughty).
IDS_TEXTCLIENT_INC_003197	Exchange 50 Christmas Tokens (Naughty But Nice).
IDS_TEXTCLIENT_INC_003198	Exchange 75 Christmas Tokens (Nice).
IDS_TEXTCLIENT_INC_003199	Exchange 100 Christmas Tokens (Very Nice).
IDS_TEXTCLIENT_INC_003200	You can not use that right now.
IDS_TEXTCLIENT_INC_003201	Purchase limit exceeded.  Please check again.
IDS_TEXTCLIENT_INC_003202	Items
IDS_TEXTCLIENT_INC_003203	Your party is already inside the Colosseum.  Lets hope they come out alive!
IDS_TEXTCLIENT_INC_003204	You must be the party leader to start a Colosseum encounter.
IDS_TEXTCLIENT_INC_003205	The purchase limit has been exceeded.  
IDS_TEXTCLIENT_INC_003206	Expected end time:
IDS_TEXTCLIENT_INC_003207	You can only use items in your inventory.
IDS_TEXTCLIENT_INC_003208	Legendary Colosseum Ranking
IDS_TEXTCLIENT_INC_003209	Normal Colosseum Ranking
IDS_TEXTCLIENT_INC_003210	Weekly Ranks
IDS_TEXTCLIENT_INC_003211	Monthly Ranks
IDS_TEXTCLIENT_INC_003212	Colosseum Hall of Fame
IDS_TEXTCLIENT_INC_003213	Only blessed fashion items can be placed here.
IDS_TEXTCLIENT_INC_003214	Incorrect fashion slot.  Refer to the slot label on the left.
IDS_TEXTCLIENT_INC_003215	You have already placed this item in a different slot.
IDS_TEXTCLIENT_INC_003216	The one you put in there is not the same as the other one, homie. 
IDS_TEXTCLIENT_INC_003217	You do not have enough inventory space.
IDS_TEXTCLIENT_INC_003218	You have succesfully combined the blessings on your fashion!
IDS_TEXTCLIENT_INC_003219	You can't enter while flying.
IDS_TEXTCLIENT_INC_003220	You can't teleport in an instanced dungeon.
IDS_TEXTCLIENT_INC_003221	Buy Fashion Material
IDS_TEXTCLIENT_INC_003222	Sell Fashion Material
IDS_TEXTCLIENT_INC_003223	Fashion Combination 
IDS_TEXTCLIENT_INC_003224	
IDS_TEXTCLIENT_INC_003225	You do not meet the level requirements to donate.
IDS_TEXTCLIENT_INC_003226	You do not meet the job requirements to donate.
IDS_TEXTCLIENT_INC_003227	You do not have enough EXP to donate.
IDS_TEXTCLIENT_INC_003228	Donation Completed.
IDS_TEXTCLIENT_INC_003229	%s Blessing has been applied.
IDS_TEXTCLIENT_INC_003230	[Donation Complete] Your reward has been sent, please login again.
IDS_TEXTCLIENT_INC_003231	You can't do that during the Fashion Combination process.
IDS_TEXTCLIENT_INC_003232	Donate
IDS_TEXTCLIENT_INC_003233	Donator ranking
IDS_TEXTCLIENT_INC_003234	Not enough EXP to donate
IDS_TEXTCLIENT_INC_003235	Scroll of FProtect not detected. Items may be destroyed. Continue?
IDS_TEXTCLIENT_INC_003236	Fashion Combination Failed!  All items have been destroyed.
IDS_TEXTCLIENT_INC_003237	Through heavy concentration, you are now able to see this area clearly.
IDS_TEXTCLIENT_INC_003238	This item is already in use, homeskillet.
IDS_TEXTCLIENT_INC_003239	If you use the torch, you will be able to see this map.  Continue?
IDS_TEXTCLIENT_INC_003240	Scroll of FProtect activated.  You may now combine fashion items safely.
IDS_TEXTCLIENT_INC_003241	Fashion Combination has failed, but your items have been protected.
IDS_TEXTCLIENT_INC_003242	There seems to be an evil force clouding your vision of the area.
IDS_TEXTCLIENT_INC_003243	Donate Internal QA
IDS_TEXTCLIENT_INC_003244	Gather 1,000 Rolly Pops
IDS_TEXTCLIENT_INC_003245	2 Snow Crystals
IDS_TEXTCLIENT_INC_003246	x5 Exp
IDS_TEXTCLIENT_INC_003247	Exchange 500 Pieces of Plastic for a Pink Corsage (F)
IDS_TEXTCLIENT_INC_003248	Collect quest items and exchange them with lovely goodies!
IDS_TEXTCLIENT_INC_003249	Exchange 500 Magic Shards for a Yellow Corsage (F)
IDS_TEXTCLIENT_INC_003250	Exchange 500 Mysterious Dye for a Blue Corsage (F)
IDS_TEXTCLIENT_INC_003251	Only blessed fashion items can be combined.  Please bless this item using a Blessing of the Goddess item first.
IDS_TEXTCLIENT_INC_003252	Level:
IDS_TEXTCLIENT_INC_003253	Transfer Penya
IDS_TEXTCLIENT_INC_003254	Transfer Items
IDS_TEXTCLIENT_INC_003255	%.2I64d Days %.2d:%.2d:%.2d
IDS_TEXTCLIENT_INC_003256	Crystal
IDS_TEXTCLIENT_INC_003257	Flarine
IDS_TEXTCLIENT_INC_003258	Sain City
IDS_TEXTCLIENT_INC_003259	Erons Factory 1
IDS_TEXTCLIENT_INC_003260	Darken
IDS_TEXTCLIENT_INC_003261	Aniceknight
IDS_TEXTCLIENT_INC_003262	Fallen Leaf Camp
IDS_TEXTCLIENT_INC_003263	Mars Dungeon Enterance
IDS_TEXTCLIENT_INC_003264	Garden of Rhisis
IDS_TEXTCLIENT_INC_003265	Ivillis Temple
IDS_TEXTCLIENT_INC_003266	Deadwallderness
IDS_TEXTCLIENT_INC_003267	Dekane Mine Dungeon
IDS_TEXTCLIENT_INC_003268	Volkane Dungeon Entrance
IDS_TEXTCLIENT_INC_003269	Aminus Dungeon Entrance
IDS_TEXTCLIENT_INC_003270	Cursed Aminus Dungeon Entrance
IDS_TEXTCLIENT_INC_003271	Entrance to The Wilds
IDS_TEXTCLIENT_INC_003272	Entrance to the Savage Wilds
IDS_TEXTCLIENT_INC_003273	Valley of the Risen
IDS_TEXTCLIENT_INC_003274	Entrance to the Catacombs of Anguish
IDS_TEXTCLIENT_INC_003275	Eillun
IDS_TEXTCLIENT_INC_003276	Ankou's Asylum
IDS_TEXTCLIENT_INC_003277	Ruendera Campsite
IDS_TEXTCLIENT_INC_003278	Kalgas Cave Entrance
IDS_TEXTCLIENT_INC_003279	%d:% d
IDS_TEXTCLIENT_INC_003280	%d:% d:%d 
IDS_TEXTCLIENT_INC_003281	%.2d:%.2d:%.2d
IDS_TEXTCLIENT_INC_003282	%.2d:%.2d
IDS_TEXTCLIENT_INC_003283	%.2d Days %.2d:%.2d:%.2d
IDS_TEXTCLIENT_INC_003284	%.2I64d Days %.2d:%.2d:%.2d
IDS_TEXTCLIENT_INC_003285	200 Fir Seed and 200 Unfulled Water Bottle can be exchage into Fir Tree
IDS_TEXTCLIENT_INC_003286	400 Pear Seed and 400 Unfulled Water Bottle can be exchage into Pear Tree
IDS_TEXTCLIENT_INC_003287	1000 Pine Seed and 1000 Unfulled Water Bottle can be exchage into Pine Tree
IDS_TEXTCLIENT_INC_003288	300 Persimmon Seed and 300 Unfulled Water Bottle can be exchage into Persimmon Tree
IDS_TEXTCLIENT_INC_003289	50,000 Penya can be exchanged into Old Guardian's Weapon
IDS_TEXTCLIENT_INC_003290	30,000 Penya can be exchanged into Element Card
IDS_TEXTCLIENT_INC_003291	5,000 Penya can be exchanged into Desert Card
IDS_TEXTCLIENT_INC_003292	Exchange 5000 Penya to Generator Card
IDS_TEXTCLIENT_INC_003293	Exchange 5000 Penya to Cyclone Card
IDS_TEXTCLIENT_INC_003294	Upgradable
IDS_TEXTCLIENT_INC_003295	Not upgradable
IDS_TEXTCLIENT_INC_003296	You can not register.
IDS_TEXTCLIENT_INC_003297	You can only register 5 locations.
IDS_TEXTCLIENT_INC_003298	Names must be 16 characters or less.
IDS_TEXTCLIENT_INC_003299	You cannot teleport to that location.
IDS_TEXTCLIENT_INC_003300	Exchange Tokens of Bravery
IDS_TEXTCLIENT_INC_003301	Delete
IDS_TEXTCLIENT_INC_003302	Delete All
IDS_TEXTCLIENT_INC_003303	Change Name
IDS_TEXTCLIENT_INC_003304	Close
IDS_TEXTCLIENT_INC_003305	Location Registry
IDS_TEXTCLIENT_INC_003306	Upgrade
IDS_TEXTCLIENT_INC_003307	Elemental Upgrade
IDS_TEXTCLIENT_INC_003308	Jewelry Upgrade
IDS_TEXTCLIENT_INC_003309	Piercing
IDS_TEXTCLIENT_INC_003310	Awakening
IDS_TEXTCLIENT_INC_003311	Items placed here must have the same amount of blessings.
IDS_TEXTCLIENT_INC_003312	Only 2 fashion items can be combined at a time.
IDS_TEXTCLIENT_INC_003313	Only fashion items in your inventory can be combined.
IDS_TEXTCLIENT_INC_003314	My Penya
IDS_TEXTCLIENT_INC_003315	Price
IDS_TEXTCLIENT_INC_003316	Red Chips
IDS_TEXTCLIENT_INC_003317	업데이트 기념 주화 15만개를 모아라!
IDS_TEXTCLIENT_INC_003318	Lvl. 1~ 150. All classes are available
IDS_TEXTCLIENT_INC_003319	업데이트 기념 주화 15만개
IDS_TEXTCLIENT_INC_003320	Donation Setting(Penya)
IDS_TEXTCLIENT_INC_003321	패션 종결자 상자
IDS_TEXTCLIENT_INC_003322	DEF +150
IDS_TEXTCLIENT_INC_003323	ATT +300
IDS_TEXTCLIENT_INC_003324	Reward Item Setting 4
IDS_TEXTCLIENT_INC_003325	You are trying to register a location that is too close to one that has already been registered.
IDS_TEXTCLIENT_INC_003326	Please fill in slot A before slot B.
IDS_TEXTCLIENT_INC_003327	Baruna Element Upgrade
IDS_TEXTCLIENT_INC_003328	Baruna Awakening
IDS_TEXTCLIENT_INC_003329	Cancel Baruna Awakening
IDS_TEXTCLIENT_INC_003330	Player Summoning is in progress.
IDS_TEXTCLIENT_INC_003331	Player summon
IDS_TEXTCLIENT_INC_003332	The players are entering the stadium.
IDS_TEXTCLIENT_INC_003333	The entrance of players
IDS_TEXTCLIENT_INC_003334	You will summon to Waiting Area of Arena.
IDS_TEXTCLIENT_INC_003335	Would you like to halt during the game? If you want to quit, please enter [Game Cancel] on the input box.
IDS_TEXTCLIENT_INC_003336	Because of the game is halted, players are going to move the grandstand.
IDS_TEXTCLIENT_INC_003337	The Game begins in %s.
IDS_TEXTCLIENT_INC_003338	%s Team won
IDS_TEXTCLIENT_INC_003339	%s Team is final Winner
IDS_TEXTCLIENT_INC_003340	Another manager is using control box.
IDS_TEXTCLIENT_INC_003341	Check is available only for %s Team.
IDS_TEXTCLIENT_INC_003342	Do you want to close Arena game manage box? If you close it, game is halted. And UI setting will be return to the beginning.
IDS_TEXTCLIENT_INC_003343	Red
IDS_TEXTCLIENT_INC_003344	Blue
IDS_TEXTCLIENT_INC_003345	START !!
IDS_TEXTCLIENT_INC_003346	Match abort
IDS_TEXTCLIENT_INC_003347	Upgrade success is guaranteed for this level. It is advisable to remove your Elemental Energizer.
IDS_TEXTCLIENT_INC_003348	Smelting Success! Your elment level has been increased by +1!
IDS_TEXTCLIENT_INC_003349	Smelting Failed! Your element has been decreased by -1.
IDS_TEXTCLIENT_INC_003350	Item has been destoroyed due to a failed smelting attempt.
IDS_TEXTCLIENT_INC_003351	Your Item will not be destroyed on the current Elemental upgrade level. Are you sure you wish to use the protection item?
IDS_TEXTCLIENT_INC_003352	Since a Blessing of Baruna is not registered, your item could be destroyed. Do you still wish to proceed?
IDS_TEXTCLIENT_INC_003353	Current slot is ONLY for a Baruna item.
IDS_TEXTCLIENT_INC_003354	Item is already registered
IDS_TEXTCLIENT_INC_003355	Current item is not available for smelting. Please check the item information
IDS_TEXTCLIENT_INC_003356	Current item has been smelted to it's max level of +20. You cannot upgrade this item further.
IDS_TEXTCLIENT_INC_003357	Registered Ove does not match with your item's current element. Please use an ove that corresponds to the existing element of your item.
IDS_TEXTCLIENT_INC_003358	You registered an item that is of a higher level than the Elemantal Energizer. Please check and try again.
IDS_TEXTCLIENT_INC_003359	Current slot is only suitable for an Elemental Ove.
IDS_TEXTCLIENT_INC_003360	Current item's element does not match with the registerred armor's element. Please try again.
IDS_TEXTCLIENT_INC_003361	Only a Baruna Grace or a Blessing of Baruna Grace can be registered here.
IDS_TEXTCLIENT_INC_003362	Only items such as Elemental Energizers can be registered here.
IDS_TEXTCLIENT_INC_003363	Failed to register. This  item's elemental upgrade level is too high.
IDS_TEXTCLIENT_INC_003364	Armors and Weapons can be registerred here.
IDS_TEXTCLIENT_INC_003365	You have already registerred an item.
IDS_TEXTCLIENT_INC_003366	Awakening is not available for this item. Please try a different item.
IDS_TEXTCLIENT_INC_003367	This item has already been awakened. Please try again after you have removed the current awakening.
IDS_TEXTCLIENT_INC_003368	You need 100,000 penya to awaken this item.
IDS_TEXTCLIENT_INC_003369	%s has successfully been awakened
IDS_TEXTCLIENT_INC_003370	Only awakened items can be registered here. Please check again.
IDS_TEXTCLIENT_INC_003371	This slot is used only for a Baruna Oblivion.
IDS_TEXTCLIENT_INC_003372	%s's awakening has been canceled.
IDS_TEXTCLIENT_INC_003373	Registered item is a Baruna item. Please try another item.
IDS_TEXTCLIENT_INC_003374	You may enter when your team is in match.
IDS_TEXTCLIENT_INC_003375	Party %d
IDS_TEXTCLIENT_INC_003376	You cannot create more characters.
IDS_TEXTCLIENT_INC_003377	Enter Combat Area
IDS_TEXTCLIENT_INC_003378	This slot is for Baruna armor.
IDS_TEXTCLIENT_INC_003379	You cannot remove the selected character.
IDS_TEXTCLIENT_INC_003380	Your item will not be destroyed on current Elemental upgrade level. It is advisable to remove your Baruna Grace.
IDS_TEXTCLIENT_INC_003381	Preparing for Combat
IDS_TEXTCLIENT_INC_003382	Players are summoned to Stand by Area
IDS_TEXTCLIENT_INC_003383	Players are summoned to Combat Area
IDS_TEXTCLIENT_INC_003384	Combat Begins
IDS_TEXTCLIENT_INC_003385	Combat is ended so resurrection is not available
IDS_TEXTCLIENT_INC_003386	Teleporter
IDS_TEXTCLIENT_INC_003387	Treasure Boxes can be ONLY be opened with Treasure Box Keys.
IDS_TEXTCLIENT_INC_003388	This key is not for the selected box. Please check again.
IDS_TEXTCLIENT_INC_003389	Congratulations! You have received [%s] item
IDS_TEXTCLIENT_INC_003390	[%s] received [%s] from Treasure Box!
IDS_TEXTCLIENT_INC_003391	Exchange Tokens of Bravery for various rewards.  Tokens of Bravery can be acquired by defeatiing boss monsters in the Colosseum.
IDS_TEXTCLIENT_INC_003392	Guardian Weapon Box (3,000 Tokens)
IDS_TEXTCLIENT_INC_003393	Historic Weapon Box (4,500 Tokens)
IDS_TEXTCLIENT_INC_003394	Angel Weapon Box (5,500 Tokens)
IDS_TEXTCLIENT_INC_003395	Legendary Golden Weapon Box (6,500 Tokens)
IDS_TEXTCLIENT_INC_003396	Lusaka Weapon Box (22,500 Tokens)
IDS_TEXTCLIENT_INC_003397	Crystal Lusaka Weapon Box (27,000 Tokens)
IDS_TEXTCLIENT_INC_003398	Vampire Weapon Box (25,000 Tokens)
IDS_TEXTCLIENT_INC_003399	Ancient Weapon Box (30,000 Tokens)
IDS_TEXTCLIENT_INC_003400	Muran Weapon Box (33,500 Tokens)
IDS_TEXTCLIENT_INC_003401	Sunstone Box (250 Tokens)
IDS_TEXTCLIENT_INC_003402	Moonstone Box (250 Tokens)
IDS_TEXTCLIENT_INC_003403	Stone of Balance Box (4,000 Tokens)
IDS_TEXTCLIENT_INC_003404	Shining Oricalkum Box (2,000 Tokens)
IDS_TEXTCLIENT_INC_003405	Required Level: %d ~ %d
IDS_TEXTCLIENT_INC_003406	Result UI is open. Please close it and try again
IDS_TEXTCLIENT_INC_003407	Please check Red/Blue team again. Same team is set
IDS_TEXTCLIENT_INC_003408	Please select team first
IDS_TEXTCLIENT_INC_003409	리턴즈 업데이트 기념 주화 10개를 리턴즈 기념 상자로 교환
IDS_TEXTCLIENT_INC_003410	리턴즈 업데이트 기념 주화 1000개를 행운의 피어싱 카드 상자로 교환
IDS_TEXTCLIENT_INC_003411	리턴즈 업데이트 기념 주화 3000개를 피어싱 카드 상자로 교환
IDS_TEXTCLIENT_INC_003412	리턴즈 업데이트 기념 주화 4000개를 용망토(귀속)으로 교환
IDS_TEXTCLIENT_INC_003413	리턴즈 업데이트 기념 주화로 아이템 교환
IDS_TEXTCLIENT_INC_003414	FlyFF World Championship Card Exchange Service
IDS_TEXTCLIENT_INC_003415	Exchange F, L, and Y Cards for a FLY Card
IDS_TEXTCLIENT_INC_003416	Exhcnage F, O, and R Cards for a FOR Card
IDS_TEXTCLIENT_INC_003417	Exchange F, U, and N Cards for a FUN Card
IDS_TEXTCLIENT_INC_003418	Exchange 20 and 11 Cards for a 2011 Card
IDS_TEXTCLIENT_INC_003419	Exchange F, W, and C cards for an FWC Card
IDS_TEXTCLIENT_INC_003420	Exchange 20, 11, F, W, C Cards for a 2011 FWC Card
IDS_TEXTCLIENT_INC_003421	Would like to close the Coupon UI?
IDS_TEXTCLIENT_INC_003422	Minimum registration fee is 1 penya. Please check again.
IDS_TEXTCLIENT_INC_003423	You cannot register more items. You can register up to 50 items by using Master Merchandant Item.
IDS_TEXTCLIENT_INC_003424	Over registerred. You can register up to 50 items
IDS_TEXTCLIENT_INC_003425	You cannot put more than 2.1 Billion Penya.
IDS_TEXTCLIENT_INC_003426	Successfully registerred.
IDS_TEXTCLIENT_INC_003427	Item merchandising period is ended. Sale items will be remained in UI
IDS_TEXTCLIENT_INC_003428	%s is sold. Sold items will be sent by mail. You must receive it in 15 days or it will be disappeared.
IDS_TEXTCLIENT_INC_003429	You don't have enough Penya. Please check again.
IDS_TEXTCLIENT_INC_003430	The item does not exist. Please try another item.
IDS_TEXTCLIENT_INC_003431	Successfully Purchased %s item and send to mail. You must receive it in 15 days or it will be disappeared.
IDS_TEXTCLIENT_INC_003432	%s costs %d penya. Refund is not available once you purchase it. Would you like to purchase it?
IDS_TEXTCLIENT_INC_003433	Penya is successfully sent to your mail. You must receive it in 15 days or it will be disappeared.
IDS_TEXTCLIENT_INC_003434	Total penya amount is over 2.1 Billion. Please purchase one by one
IDS_TEXTCLIENT_INC_003435	Would you like to continue? Penya will be sent by mail. You must receive it in 15 days or it will be disappeared.
IDS_TEXTCLIENT_INC_003436	Would you like to cancel registering %s? You must receive it in 15 days or it will be disappeared.
IDS_TEXTCLIENT_INC_003437	Registering item is canceled. Canceled item will be sent by mail. You must receive it in 15 days or it will be disappeared.
IDS_TEXTCLIENT_INC_003438	Item searching is not available now. Please try later
IDS_TEXTCLIENT_INC_003439	50,000 Penya can be exchanged into Old Guardian's Sword
IDS_TEXTCLIENT_INC_003440	50,000 Penya can be exchanged into Old Guardian's Two-Handed Sword
IDS_TEXTCLIENT_INC_003441	50,000 Penya can be exchanged into Old Guardian's Axe
IDS_TEXTCLIENT_INC_003442	50,000 Penya can be exchanged into Old Guardian's Two-Handed Axe
IDS_TEXTCLIENT_INC_003443	50,000 Penya can be exchanged into Old Guardian's Knuckle
IDS_TEXTCLIENT_INC_003444	50,000 Penya can be exchanged into Old Guardian's Stick
IDS_TEXTCLIENT_INC_003445	50,000 Penya can be exchanged into Old Guardian's Wand
IDS_TEXTCLIENT_INC_003446	50,000 Penya can be exchanged into Old Guardian's Staff
IDS_TEXTCLIENT_INC_003447	50,000 Penya can be exchanged into Old Guardian's Bow
IDS_TEXTCLIENT_INC_003448	50,000 Penya can be exchanged into Old Guardian's Yoyo
IDS_TEXTCLIENT_INC_003449	30,000 Penya can be exchanged into River Card
IDS_TEXTCLIENT_INC_003450	30,000 Penya can be exchanged into Flame Card
IDS_TEXTCLIENT_INC_003451	30,000 Penya can be exchanged into Desert Card
IDS_TEXTCLIENT_INC_003452	30,000 Penya can be exchanged into Generator Card
IDS_TEXTCLIENT_INC_003453	30,000 Penya can be exchanged into Cyclone Card
IDS_TEXTCLIENT_INC_003454	깃발을 책가방 아이템으로 교환
IDS_TEXTCLIENT_INC_003455	깃발 50개를 노란책가방으로 교환
IDS_TEXTCLIENT_INC_003456	깃발 100개를 파란책가방으로 교환
IDS_TEXTCLIENT_INC_003457	깃발 200개를 빨간책가방으로 교환
IDS_TEXTCLIENT_INC_003458	Would like to enter Madrigal Market?
IDS_TEXTCLIENT_INC_003459	You have transfer unavalable item. Please check.
IDS_TEXTCLIENT_INC_003460	You cannot use it if you are in a guild, couple or mentor and pupil.
IDS_TEXTCLIENT_INC_003461	Lord can't be transferred.
IDS_TEXTCLIENT_INC_003462	Unavailable character name. Please try with another character name
IDS_TEXTCLIENT_INC_003463	You must put more than 2 letters.
IDS_TEXTCLIENT_INC_003464	Unavailable to transfer to selected server. Please choose another server.
IDS_TEXTCLIENT_INC_003465	Reached max accommodate.
IDS_TEXTCLIENT_INC_003466	Only up to 2.1 Billion can be transferred. Please check one more time.
IDS_TEXTCLIENT_INC_003467	You are logged off due to successfully transferred from %s server to %s server
IDS_TEXTCLIENT_INC_003468	꿀송편 10개와 50,000 페냐를 가위바위보 쿠폰 1장으로 교환
IDS_TEXTCLIENT_INC_003469	Purchasing item is failed due to no items you have tried to purchse. Penya will be sent to your mail. You must receive it in 15 days or it will be disappeared.
IDS_TEXTCLIENT_INC_003470	Weapon
IDS_TEXTCLIENT_INC_003471	Armor
IDS_TEXTCLIENT_INC_003472	Accessary
